,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Outlier,Latitude,Longitude,Address,City,State,ZipCode
43,56,2016,NonResidential,Hotel,Seattle Hilton Hotel,Downtown,1969,1.0,24.0,332210,205970,126240,Hotel,Hotel,348630.0,,,,,,67.0,46.40000153,121.8000031,16163194.0,0.0,12204406.0,3958787.0,0.0,295.33,0.89,,47.60946,-122.33337,1301 Sixth Ave,Seattle,WA,98101
43,57,2015,NonResidential,Large Office,5Th And Pine,Downtown,1973,1.0,5.0,168115,0,168115,"Data Center, Office, Retail Store",Office,103501.0,Retail Store,65676.0,Data Center,354.0,2016,79.0,54.3,170.7,9213841.0,0.0,9214222.0,0.0,0.0,64.23,0.15,, 47.61103976, -122.3363484, 1513 5Th Ave, Seattle, WA,98101
44,57,2016,NonResidential,Large Office,5Th And Pine,Downtown,1973,1.0,5.0,168115,0,168115,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,2016,78.0,56.29999924,176.6000061,9536161.0,0.0,9536160.0,0.0,0.0,66.48,0.4,,47.6113,-122.33659,413 Pine Street,Seattle,WA,98101
45,58,2016,NonResidential,Other,1525 4Th Avenue,Downtown,1920,1.0,2.0,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,,21.70000076,48.79999924,1247362.0,0.0,714939.0,532423.0,0.0,33.26,0.58,,47.61076,-122.33765,1525 4Th Ave,Seattle,WA,98101
45,59,2015,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,Downtown,1910,1.0,8.0,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,,,,98.0,307.9,3915947.0,0.0,3916108.0,0.0,0.0,27.3,0.18,, 47.610466, -122.33795929, 1518 3Rd Ave, Seattle, WA,98101
46,59,2016,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,Downtown,1910,1.0,8.0,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,,,14.0,85.40000153,398.7000122,5071974.0,0.0,5071973.0,0.0,0.0,35.36,0.6,,47.61048,-122.33794,1520 3Rd Ave,Seattle,WA,98101
46,60,2015,NonResidential,Mixed Use Property,Mann Building/Wild Ginger/Triple Door,Downtown,1926,1.0,2.0,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,,297.1,522.8,15583947.0,0.0,5294026.0,10290141.0,0.0,583.41,10.67,, 47.60883331, -122.3374176, 1401 3Rd Ave, Seattle, WA,98101
47,60,2016,NonResidential,Mixed Use Property,Mann Building,Downtown,1926,1.0,2.0,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,,286.3999939,485.2999878,15026196.0,0.0,4632459.0,10393737.0,0.0,584.31,11.12,,47.60886,-122.33744,1401 3Rd Avenue,Seattle,WA,98101
48,62,2015,NonResidential,Hotel,Roosevelt Hotel,Downtown,1930,1.0,20.0,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,,46.0,69.7,201.1,6175812.0,0.0,5422999.0,753040.0,0.0,77.8,0.55,, 47.61229324, -122.33441925, 1531 7Th Ave, Seattle, WA,98101
48,62,2016,NonResidential,Hotel,Roosevelt Hotel,Downtown,1930,1.0,20.0,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,,71.0,54.59999847,158.6000061,4841347.5,0.0,4290059.0,551288.0,0.0,59.19,0.6,,47.61233,-122.33432,1531 7Th Ave,Seattle,WA,98101
49,63,2015,NonResidential,Hotel,Sheraton Hotel,Downtown,1982,1.0,34.0,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,,60.0,85.9,187.3,85357952.0,16229832.0,45041634.0,24088353.0,0.0,2846.07,2.67,, 47.61101988, -122.3335344, 1400 6Th Ave, Seattle, WA,98101
49,63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,Downtown,1982,1.0,34.0,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,,63.0,80.90000153,182.5,80469216.0,11598686.0,45545529.0,23324992.0,0.0,2451.58,2.47,,47.61087,-122.33339,1400 6Th Avenue,Seattle,WA,98101
50,65,2015,NonResidential,Hotel,Inn At The Market,Downtown,1985,1.0,7.0,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,,99.0,87.8,203.3,5040382.0,0.0,3053131.0,1987378.0,0.0,126.83,1.6,, 47.60989093, -122.3414255, 86 Pine St, Seattle, WA,98101
50,65,2016,NonResidential,Hotel,Inn At The Market,Downtown,1985,1.0,7.0,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,,98.0,93.09999847,215.8999939,5348309.0,0.0,3243900.0,2104408.0,0.0,134.38,1.89,,47.60997,-122.34138,86 Pine St,Seattle,WA,98101
51,66,2015,NonResidential,Hotel,Moore Hotel & Theatre,Downtown,1908,1.0,7.0,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,,99.0,41.4,65.7,5086863.0,0.0,1305729.0,3781188.0,0.0,209.92,1.66,, 47.61155254, -122.3408486, 1926 2Nd Ave, Seattle, WA,98101
51,66,2016,NonResidential,Hotel,Moore Hotel Inc,Downtown,1908,1.0,7.0,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,,99.0,44.0,68.19999695,5401277.5,0.0,1293561.0,4107716.0,0.0,227.18,1.85,,47.61155,-122.34114,1926 2Nd Ave,Seattle,WA,98101
52,67,2015,NonResidential,Hotel,Quality Inn & Suites - Seattle,Lake Union,1959,1.0,5.0,113173,42546,70627,,,,,,,,,86.0,70.6,166.6,4988241.0,0.0,3125480.0,1862890.0,0.0,120.73,0.95,, 47.62037281, -122.3441465, 618 John St, Seattle, WA,98109
52,67,2016,NonResidential,Hotel,Quality Inn,Lake Union,1959,1.0,5.0,113173,42546,70627,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,,,,86.0,74.80000305,165.6999969,5284343.5,0.0,2944680.0,2339663.0,0.0,144.79,1.28,,47.61986,-122.34413,618 John St,Seattle,WA,98109
53,68,2015,NonResidential,Hotel,Holiday Inn - Seattle,Lake Union,2000,1.0,7.0,150453,34735,115718,"Hotel, Restaurant",Hotel,107547.0,Restaurant,3000.0,,,2014,83.0,60.8,131.7,6722886.0,0.0,3586563.0,3136472.0,0.0,191.58,1.17,, 47.6203118, -122.3428044, 211 Dexter Ave N, Seattle, WA,98109
53,68,2016,NonResidential,Hotel,Rainier Hospitality,Lake Union,2000,1.0,7.0,150453,34735,115718,Hotel,Hotel,107547.0,Restaurant,3000.0,,,2014,84.0,60.70000076,128.0,6715187.0,0.0,3396109.0,3319078.0,0.0,199.95,1.33,,47.62001,-122.34274,211 Dexter Ave N,Seattle,WA,98109
54,69,2015,NonResidential,Hotel,Holiday Inn Express - Downtown Seattle,Lake Union,1997,1.0,6.0,116300,28200,88100,"Hotel, Parking",Hotel,88490.0,Parking,28300.0,,,,84.0,68.0,147.8,6014078.0,0.0,3238067.0,2776145.0,0.0,170.01,1.34,, 47.62021696, -122.3432115, 226 Aurora Ave N, Seattle, WA,98109
54,69,2016,NonResidential,Hotel,Sequim Lodging Corp,Lake Union,1997,1.0,6.0,116300,28200,88100,Hotel,Hotel,88490.0,Parking,28300.0,,,,80.0,65.90000153,144.5,5827595.5,0.0,3188457.0,2639138.0,0.0,162.39,1.4,,47.62025,-122.34314,226 Aurora Ave N,Seattle,WA,98109
55,70,2015,NonResidential,Hotel,Homewood Suites Hotel - Seattle,Magnolia / Queen Anne,1998,1.0,6.0,155602,36744,118858,Hotel,Hotel,155602.0,,,,,,81.0,44.4,108.0,6915293.0,0.0,4566435.0,2349046.0,0.0,156.59,0.88,, 47.62050588, -122.3596901, 206 Western Ave W, Seattle, WA,98119
55,70,2016,NonResidential,Hotel,Homewood Suites By Hilton Seattle Downtonw,Magnolia / Queen Anne,1998,1.0,6.0,155602,36744,118858,Hotel,Hotel,155602.0,,,,,,81.0,43.90000153,107.4000015,6836900.0,0.0,4558937.0,2277962.0,0.0,152.76,0.98,,47.62023,-122.35951,206 Western Ave West,Seattle,WA,98119
56,73,2015,NonResidential,K-12 School,Seattle Hebrew Acadamy,East,1911,1.0,3.0,56072,0,56072,K-12 School,K-12 School,56072.0,,,,,,77.0,55.4,78.7,3106930.0,0.0,550355.0,2556597.0,0.0,139.62,2.45,, 47.63445532, -122.3080163, 1617 Interlaken Dr E, Seattle, WA,98112
56,73,2016,NonResidential,K-12 School,Seattle Hebrew Academy,East,1911,1.0,3.0,56072,0,56072,K-12 School,K-12 School,56072.0,,,,,,76.0,57.70000076,81.09999847,3234787.75,0.0,551867.0,2682920.0,0.0,146.34,2.61,,47.63442,-122.30793,1617 Interlaken Drive East,Seattle,WA,98136
57,77,2015,NonResidential,Hotel,Comfort Suites Seattle Center,Magnolia / Queen Anne,1999,1.0,4.0,122942,44891,78051,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,,,94.0,67.6,135.3,5276777.0,0.0,2400660.0,2876216.0,0.0,169.49,1.29,, 47.62498256, -122.3445605, 601 Roy St, Seattle, WA,98109
57,77,2016,NonResidential,Hotel,Comfort Suites Seattle Center,Magnolia / Queen Anne,1999,1.0,4.0,122942,44891,78051,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,,,94.0,68.40000153,136.6999969,5337334.0,0.0,2423730.0,2913604.0,0.0,171.64,1.4,,47.62519,-122.34456,601 Roy St,Seattle,WA,98109
58,82,2015,NonResidential,Small- and Mid-Sized Office,Wa Dept Of Social & Health Services,Central,1962,1.0,2.0,54984,0,54984,Office,Office,54984.0,,,,,,65.0,63.7,149.8,3504957.0,0.0,2181293.0,1323754.0,0.0,85.51,1.38,, 47.60841187, -122.3095441, 1700 E Cherry St, Seattle, WA,98122
58,82,2016,NonResidential,Small- and Mid-Sized Office,Dept Of Social & Health Services,Central,1962,1.0,2.0,54984,0,54984,Office,Office,54984.0,,,,,,71.0,61.40000153,139.6000061,3375211.0,0.0,1978230.0,1396981.0,0.0,87.98,1.6,,47.60823,-122.30956,1700 E. Cherry St,Seattle,WA,98122
59,84,2015,NonResidential,Senior Care Community,Providence Mt St Vincent,Southwest,1922,1.0,5.0,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,,50.0,153.5,246.4,45494324.0,0.0,12080722.0,33414103.0,0.0,1858.84,8.3,, 47.55837362, -122.378518, 4831 35Th Ave Sw, Seattle, WA,98126
59,84,2016,NonResidential,Senior Care Community,Pssa - The Mount,Southwest,1922,1.0,5.0,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,,54.0,144.3999939,235.0,42792072.0,0.0,11824772.0,30967300.0,0.0,1727.11,7.94,,47.55837,-122.37751,4831 35Th Ave Sw,Seattle,WA,98126
60,85,2015,NonResidential,Senior Care Community,Foss Home And Village,Northwest,1970,1.0,2.0,93397,0,93397,Senior Care Community,Senior Care Community,93397.0,,,,,,1.0,175.3,313.8,16371764.0,0.0,5797976.0,10574028.0,0.0,602.0,6.18,, 47.72389349, -122.3562998, 13023 Greenwood Ave N, Seattle, WA,98133
60,85,2016,NonResidential,Senior Care Community,Foss Home And Village,Northwest,1970,1.0,2.0,93397,0,93397,Senior Care Community,Senior Care Community,93397.0,,,,,,1.0,175.6000061,311.5,16402563.0,0.0,5679498.0,10723064.0,0.0,609.1,6.52,,47.72426,-122.35599,13023 Greenwood Ave. N,Seattle,WA,98133
61,86,2015,NonResidential,Hotel,Scca - Alliance House,Lake Union,2008,1.0,6.0,84103,20732,63371,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,,68.0,62.8,164.1,3979132.0,0.0,2975816.0,1003439.0,0.0,74.04,0.73,, 47.61990903, -122.3320457, 207 Pontius Ave N, Seattle, WA,98109
61,86,2016,NonResidential,Hotel,Scca - Alliance House,Lake Union,2008,1.0,6.0,84103,20732,63371,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,,74.0,58.5,154.1999969,3706100.25,0.0,2812688.0,893412.0,0.0,67.06,0.8,,47.61988,-122.33211,207 Pontius Ave N,Seattle,WA,98109
63,89,2015,NonResidential,Medical Office,"Polyclinic Medical Office, North Building",East,1965,1.0,3.0,179014,0,179014,Medical Office,Medical Office,179014.0,,,,,,48.0,105.4,221.6,18868768.0,0.0,9501003.0,9368159.0,0.0,563.78,2.92,, 47.61249662, -122.3213373, 1200 Harvard Ave, Seattle, WA,98122
63,89,2016,NonResidential,Medical Office,Polyclinic North && South,East,1965,1.0,3.0,179014,0,179014,Medical Office,Medical Office,179014.0,,,,,,48.0,93.30000305,213.3999939,16701055.0,0.0,9886484.0,6814570.0,0.0,430.84,2.41,,47.61244,-122.3214,1200 Harvard Ave,Seattle,WA,98122
64,95,2015,NonResidential,Hotel,Sorrento Hotel,East,1908,1.0,7.0,76631,0,76631,Hotel,Hotel,76631.0,,,,,,24.0,94.4,175.0,7231928.0,0.0,2784090.0,4447953.0,0.0,255.64,3.18,, 47.60895788, -122.3268374, 900 Madison St, Seattle, WA,98104
64,95,2016,NonResidential,Hotel,Sorrento Hotel,East,1908,1.0,7.0,76631,0,76631,Hotel,Hotel,76631.0,,,,,,71.0,94.69999695,172.0,7258758.5,0.0,2660742.0,4598016.0,0.0,262.75,3.43,,47.60898,-122.32693,900 Madison St.,Seattle,WA,98104
65,96,2015,NonResidential,Mixed Use Property,Puget Sound Blood Center,East,1983,1.0,6.0,187600,18493,169107,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,,201.5,509.3,15240688.0,4816083.0,10425038.0,0.0,0.0,444.42,2.13,, 47.60831445, -122.3266192, 921 Terry Ave, Seattle, WA,98104
65,96,2016,NonResidential,Mixed Use Property,Central Seattle,East,1983,1.0,6.0,99780,9341,90439,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,,204.5,505.7999878,15473117.0,5327802.5,10145313.0,0.0,0.0,481.97,4.83,,47.60845,-122.32637,921 Terry Ave.,Seattle,WA,98104
66,98,2015,NonResidential,Retail Store,Firestone Tire And Rubber Co,Lake Union,1929,1.0,2.0,58320,0,58320,Retail Store,Retail Store,72072.0,,,,,,95.0,14.9,26.6,1074180.0,0.0,376328.0,697867.0,0.0,39.69,0.65,, 47.622375, -122.33805, 400 Westlake Ave N, Seattle, WA,98109
66,98,2016,NonResidential,Retail Store,Firestone Store#012432,Lake Union,1929,1.0,2.0,58320,0,58320,Retail Store,Retail Store,72072.0,,,,,,96.0,14.60000038,25.79999924,1049748.625,0.0,361803.0,687945.0,0.0,39.06,0.67,,47.62237,-122.33805,400 Westlake Ave N,Seattle,WA,98109
67,100,2015,NonResidential,Large Office,City Place Iii,Lake Union,2010,1.0,5.0,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,,96.0,46.3,139.3,13300859.0,0.0,12471183.0,830194.0,0.0,131.03,0.24,, 47.62428336, -122.33589247, 551 Boren Ave N, Seattle, WA,98109
67,100,2016,NonResidential,Large Office,City Place Iii - Sedo,Lake Union,2010,1.0,5.0,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,,96.0,48.0,144.0,13795954.0,0.0,12871091.0,924861.0,0.0,138.85,0.44,,47.62424,-122.33646,551 Boren Ave. North,Seattle,WA,98109
68,102,2015,NonResidential,Hotel,Marriott Residence Inn,Lake Union,1990,1.0,7.0,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,,40.0,79.9,178.1,18829136.0,0.0,10638785.0,8190794.0,0.0,509.18,1.64,, 47.6263594, -122.333131, 800 Fairview Ave N, Seattle, WA,98109
68,102,2016,NonResidential,Hotel,Residence Inn Seattle - Lake Union,Lake Union,1990,1.0,7.0,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,,37.0,82.5,184.0,19459304.0,0.0,10980652.0,8478651.0,0.0,526.85,1.86,,47.62642,-122.33325,800 Fairview Ave. N,Seattle,WA,98109
69,103,2015,Nonresidential COS,Other,Key Arena - Seattle Center,Magnolia / Queen Anne,1962,1.0,1.0,129000,0,129000,Other,Other,368000.0,,,,,,,79.7,167.7,29337400.0,8560000.0,14312992.0,0.0,6464408.0,760.51,5.42,, 47.62124083, -122.3534322, 305 Harrison St, Seattle, WA,98109
69,103,2016,Nonresidential COS,Other,Key Arena,Magnolia / Queen Anne,1962,1.0,1.0,389000,0,389000,Other,Other,368000.0,,,,,,,64.30000305,151.6000061,23658978.0,6093150.0,14419146.0,688680.0,0.0,607.41,1.56,,47.62208,-122.35398,334 1St Ave. N,Seattle,WA,98109
70,104,2015,Nonresidential COS,Other,Bagley Wright Theater - Seattle Center,Magnolia / Queen Anne,1962,1.0,1.0,91213,0,91213,Other,Other,65000.0,,,,,,,78.0,201.2,5069854.0,1270000.0,3622005.0,0.0,177849.0,123.28,1.18,, 47.62124083, -122.3534322, 305 Harrison St, Seattle, WA,98109
70,104,2016,Nonresidential COS,Other,Bagley Wright Theatre,Magnolia / Queen Anne,1962,1.0,1.0,91213,0,91213,Other,Other,65000.0,,,,,,,125.1999969,261.7000122,8141155.5,4120130.0,3754115.0,0.0,0.0,344.2,3.77,,47.62208,-122.35398,151 Mercer St.,Seattle,WA,98109
71,106,2015,Nonresidential COS,Other,Armory - Seattle Center,Magnolia / Queen Anne,1938,1.0,5.0,396085,0,396085,Other,Other,278500.0,,,,,,,97.6,166.8,27185096.0,10951000.0,7964427.0,0.0,8269669.0,900.81,2.19,, 47.62189039, -122.3502752, 305 Harrison St, Seattle, WA,98109
71,106,2016,Nonresidential COS,Other,Armory,Magnolia / Queen Anne,1938,1.0,5.0,396085,0,396085,Other,Other,278500.0,,,,,,,75.19999695,138.1000061,20955026.0,9763690.0,7252325.0,0.0,0.0,804.2,2.03,,47.62208,-122.35398,305 Harrison St.,Seattle,WA,98109
72,107,2015,NonResidential,Large Office,City Place Iv,Lake Union,2010,1.0,12.0,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,,89.0,66.8,184.6,41734776.0,0.0,34236747.0,7499452.0,0.0,636.96,0.86,, 47.62099765, -122.33592466, 301 Boren Ave N, Seattle, WA,98109
72,107,2016,NonResidential,Large Office,City Place Iv - Sedo,Lake Union,2010,1.0,12.0,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,,91.0,63.40000153,174.1999969,39605888.0,0.0,32206199.0,7399685.0,0.0,617.52,1.08,,47.62112,-122.33629,333 Boren Ave. N.,Seattle,WA,98109
73,110,2015,Nonresidential COS,Other,Exhibition Hall - Seattle Center,Magnolia / Queen Anne,1962,1.0,2.0,49680,0,49680,Other,Other,52000.0,,,,,,,50.6,102.4,2632472.0,1145000.0,1149520.0,0.0,337952.0,96.39,1.84,, 47.62393635, -122.35193, 301 Mercer St, Seattle, WA,98109
73,110,2016,Nonresidential COS,Other,Exhibition Hall,Magnolia / Queen Anne,1962,1.0,2.0,52000,0,52000,Other,Other,52000.0,,,,,,,52.40000153,110.4000015,2726369.0,1202380.0,1293349.0,0.0,0.0,101.83,1.96,,47.62395,-122.35077,225 Mercer St.,Seattle,WA,98109
74,111,2015,Nonresidential COS,Other,Mercer Arena - Seattle Center,Magnolia / Queen Anne,1928,1.0,1.0,60696,0,60696,Other,Other,108000.0,,,,,,,8.6,26.9,924980.0,0.0,925018.0,0.0,0.0,6.45,0.04,, 47.62388082, -122.3499699, 301 Mercer St, Seattle, WA,98109
74,111,2016,Nonresidential COS,Other,Mercer Arena,Magnolia / Queen Anne,1928,1.0,1.0,60696,0,60696,Other,Other,108000.0,,,,,,,8.100000381,25.5,875943.3125,0.0,875943.0,0.0,0.0,6.11,0.1,,47.62395,-122.35077,363 Mercer St.,Seattle,WA,98109
75,112,2015,Nonresidential COS,Other,Mccaw Hall - Seattle Center,Magnolia / Queen Anne,1928,1.0,2.0,262048,0,262048,Other,Other,296000.0,,,,,,,70.4,174.1,20828130.0,3900000.0,13983710.0,0.0,2944419.0,398.51,1.29,, 47.62388082, -122.3499699, 225 Mercer St, Seattle, WA,98109
75,112,2016,Nonresidential COS,Other,Mccaw Hall,Magnolia / Queen Anne,1928,1.0,2.0,262048,0,262048,Other,Other,296000.0,,,,,,,70.0,171.1999969,20723248.0,5137220.0,13512686.0,0.0,0.0,490.73,1.87,,47.62395,-122.35143,321 Mercer St.,Seattle,WA,98109
76,113,2015,NonResidential,Small- and Mid-Sized Office,Kcts 9,Magnolia / Queen Anne,1986,1.0,2.0,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,,77.8,244.4,4329966.0,0.0,4330148.0,0.0,0.0,30.19,0.17,, 47.623925, -122.3483417, 401 Mercer St, Seattle, WA,98109
76,113,2016,NonResidential,Small- and Mid-Sized Office,Kcts9,Magnolia / Queen Anne,1986,1.0,2.0,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,,74.90000153,235.1999969,4166306.25,0.0,4166305.0,0.0,0.0,29.04,0.44,,47.62391,-122.34837,401 Mercer St,Seattle,WA,98109
77,114,2015,NonResidential,Large Office,Bill & Melinda Gates Foundation,Magnolia / Queen Anne,2010,1.0,6.0,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,,93.0,49.9,133.3,36681188.0,0.0,28483019.0,8199352.0,0.0,634.03,0.56,, 47.62334946, -122.344706, 500 5Th Ave N, Seattle, WA,98109
77,114,2016,NonResidential,Large Office,Bill And Melinda Gates Foundation,Magnolia / Queen Anne,2010,1.0,6.0,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,,93.0,49.79999924,130.8000031,36667044.0,0.0,27597261.0,9069780.0,0.0,674.09,0.73,,47.62419,-122.34443,500 5Th Ave N,Seattle,WA,98109
78,115,2015,NonResidential,Small- and Mid-Sized Office,Scripps Building - 221 First Avenue West,Magnolia / Queen Anne,1970,1.0,4.0,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,,72.0,64.8,183.3,3303553.0,0.0,2809470.0,494199.0,0.0,45.83,0.44,, 47.62038448, -122.3584269, 221 1St Ave W, Seattle, WA,98119
78,115,2016,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,Magnolia / Queen Anne,1970,1.0,4.0,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,,68.0,68.19999695,192.3999939,3476212.5,0.0,2944692.0,531520.0,0.0,48.76,0.64,,47.62053,-122.35842,221 1St Ave. W,Seattle,WA,98033
79,116,2015,NonResidential,Hotel,The Mediterranean Inn,Magnolia / Queen Anne,2002,1.0,6.0,117738,36934,80804,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,,52.0,84.4,186.9,5061274.0,0.0,2820414.0,2240976.0,0.0,138.68,1.07,, 47.62294488, -122.3571048, 425 Queen Anne Ave N, Seattle, WA,98109
79,116,2016,NonResidential,Hotel,Mediterranean Inn (Id#116),Magnolia / Queen Anne,2002,1.0,6.0,96910,36934,59976,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,,56.0,86.0,182.1999969,5155568.5,0.0,2637011.0,2518558.0,0.0,152.14,1.57,,47.62291,-122.35708,425 Queen Anne Ave N.,Seattle,WA,98109
80,117,2015,NonResidential,Hotel,University Inn,Northeast,1962,1.0,4.0,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,,51.0,111.4,207.1,5570472.0,0.0,2156751.0,3413811.0,0.0,196.34,3.74,, 47.65774638, -122.3175345, 4140 Roosevelt Way Ne, Seattle, WA,98105
80,117,2016,NonResidential,Hotel,University Inn,Northeast,1962,2.0,4.0,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,,53.0,108.9000015,203.3000031,5448975.0,0.0,2128306.0,3320669.0,0.0,191.2,3.82,,47.65772,-122.31756,4140 Roosevelt Way Ne,Seattle,WA,98105
81,118,2015,SPS-District K-12,K-12 School,Cooper Elementary School (Sps-District),Delridge,1999,1.0,3.0,74468,0,74468,K-12 School,K-12 School,74768.0,,,,,,85.0,24.9,70.9,1857329.0,0.0,1591795.0,265600.0,0.0,25.2,0.25,, 47.56261299, -122.3579283, 1901 Sw Genesee St, Seattle, WA,98106
82,119,2015,NonResidential,K-12 School,St Joseph K-8 School,East,1923,1.0,3.0,67743,0,67743,K-12 School,K-12 School,67743.0,,,,,,43.0,34.0,74.7,2303288.0,0.0,1265357.0,1037984.0,0.0,63.95,0.86,, 47.6262348, -122.3081985, 700 18Th Ave E, Seattle, WA,98112
